model,R2_observed,R2_null_mean,R2_null_p95,p_perm_R2,MAE_observed,MAE_null_mean,MAE_null_p05,p_perm_MAE,n_perm
Ridge/sweet,0.6872762114045103,-0.04198860594273195,-0.004822612214129713,0.000999000999000999,6.805808416070392,13.179442973525962,12.878884759325816,0.000999000999000999,1000
Ridge/sour,0.3878081451959078,-0.04311976822091251,-0.003031051250012703,0.000999000999000999,6.5692601591526945,10.005738852849674,9.740620090015906,0.000999000999000999,1000
Ridge/umami,0.4105058770140324,-0.044843939702025055,-0.003209847050034621,0.000999000999000999,6.405351411649906,9.374984089849171,9.121590352280153,0.000999000999000999,1000
Ridge/salty,0.32017269011616334,-0.04404342874641824,-0.003731156320038047,0.000999000999000999,9.378441350090263,12.55297614745347,12.267927064479217,0.000999000999000999,1000
