target_R2,cohen_f2,power_at_n70,n_for_80pct_power
0.2156172100484238,0.27488773697053565,0.9214824635123834,53
0.1,0.11111111111111112,0.5100193212145494,122
0.25,0.3333333333333333,0.965062326309409,45
0.5,1.0,0.9999997845543975,20
