Model,Avg MAE,Avg PCC
HS midpoint,14.653329524225558,0.5984950915547478
Voigt,11.929723610528757,0.6258149071842776
Lasso 5D,7.276179924345197,0.6727653196091301
Hybrid HS+chem,7.337491194954696,0.6653433057398068
Lasso per-ingr,7.465734762456195,0.6435880263575706
