method,target,MAE,Median_AE,MSE,RMSE,R2,ExplainedVar,Pearson_r,Spearman_rho,Bias,Std_Error,MAPE_%,sMAPE_%
Lasso,sweet,6.151082158817398,4.258512389822163,82.06407203453945,9.058922233607012,0.7342899139599385,0.7342899158596659,0.8580816100827157,0.738032356392666,-0.0007659812754879575,9.124330431139647,49.61463792138337,39.10072753848537
Lasso,bitter,0.7668591233313571,0.5832865892293285,1.2074447122343703,1.0988378916993946,0.3651846470012432,0.3651846494209272,0.6043082988485879,0.4786257126787563,-6.784053164554343e-05,1.1067718402152118,809186164.2510948,52.499730253435295
Lasso,salty,5.73981845406301,4.052328748995953,71.21452265956957,8.438869750124692,0.573886502361792,0.573886503811083,0.7576763171462251,0.7331058657650111,-0.0004921522204834311,8.499800994443548,90.86341077872862,58.53395401409684
Lasso,umami,5.973855955780992,4.106006357354053,62.232147418896695,7.888735476544811,0.4727329401029958,0.47273294366948104,0.6879659700933797,0.7170235119153412,-0.0006488021753737781,7.945694568244856,1525787488.1255486,55.15853453495142
Lasso,sour,8.624870588012127,6.654620295494636,124.05160044441966,11.137845413023996,0.41676045006898255,0.41676045785799865,0.6485950865340928,0.6583013171352691,-0.001287119904925912,11.218264038858035,79.95146353974572,35.98940330053879
Lasso,overall,5.451297256000976,3.3521190991248524,68.15395745393195,8.25554101521711,0.7226829466112139,0.7226829483429661,0.8503990212667953,0.8823981232723815,-0.0006523792215833473,8.267359951812132,466994774.5612312,48.25646992830155
